league,year,position,team,matches,scored,conceded,pts,xG,xGA,pressure,oppo_pressure,xpts,pts_per_game
La_liga,2014,20,Cordoba,38,22,68,20,29.7645145,57.33977600000001,11.606826266670415,7.530367498117108,36.2912,0.5263157894736842
La_liga,2015,1,Barcelona,38,112,29,91,113.59827,34.029090100000005,6.012151909468335,15.064389542698626,94.37999999999998,2.3947368421052633
La_liga,2015,2,Real Madrid,38,110,34,90,90.454148,45.233782,9.251966893412057,14.571880585412604,79.09270000000002,2.3684210526315788
La_liga,2015,3,Atletico Madrid,38,63,18,88,54.92736500000001,27.797052,8.834883908940133,9.045123902718023,72.28030000000001,2.3157894736842106
La_liga,2015,4,Villarreal,38,44,35,64,40.488814,41.63078800000001,9.924385958226544,9.034771594108914,52.1071,1.6842105263157894
La_liga,2015,5,Athletic Club,38,58,45,62,53.89661400000001,45.326224,8.112320106464502,9.674713458534471,58.23810000000002,1.631578947368421
La_liga,2015,6,Celta Vigo,38,51,59,60,50.20347,51.98172580000002,6.435314606547314,11.222888296863315,53.081,1.5789473684210527
La_liga,2015,7,Sevilla,38,51,50,52,62.97063399999999,46.0882856,8.600500029023523,8.957717525987354,63.6363,1.368421052631579
La_liga,2015,8,Malaga,38,38,35,48,45.751884,45.25460600000001,7.83013294058133,7.261826846638326,53.08010000000001,1.263157894736842
La_liga,2015,9,Real Sociedad,38,45,48,48,47.947144,48.036505000000005,8.157426954128175,9.268504881207772,52.7503,1.263157894736842
La_liga,2015,10,Real Betis,38,34,52,45,40.112455100000005,64.394609,11.124883653663153,6.627317033432555,40.48800000000001,1.1842105263157894
La_liga,2015,11,Valencia,38,46,48,44,50.50809900000001,61.685717,9.061171747361186,7.278318840048795,46.72509999999999,1.1578947368421053
La_liga,2015,12,Las Palmas,38,45,53,44,38.676393,59.23681529999999,10.07955223579162,8.927858357891036,41.17930000000001,1.1578947368421053
La_liga,2015,13,Espanyol,38,40,74,43,46.09186,60.84227799999999,8.504199708180982,7.50859744963642,43.1508,1.131578947368421
La_liga,2015,14,Eibar,38,49,61,43,52.916666,50.580983,7.804410334637702,7.974348621324925,54.02529999999999,1.131578947368421
La_liga,2015,15,Deportivo La Coruna,38,45,61,42,43.74708699999999,52.374037,11.324321016787865,8.739138471099285,46.07909999999999,1.105263157894737
La_liga,2015,16,Sporting Gijon,38,40,62,39,42.5678716,60.61672700000001,11.566715504623808,6.814093478366836,40.6074,1.0263157894736843
