year,position,matches,scored,conceded,pts,xG,xGA,pressure,oppo_pressure,xpts,pts_per_game
1.0,-6.5918755310368994e-15,-0.2308047740212933,0.006021958389858371,0.00800195315996939,-0.038922968103811996,0.0700861451711699,0.09172816231295002,0.32268582610108437,0.24092473088803745,-0.04608431674210953,0.0034714014162664708
-6.5918755310368994e-15,1.0,0.03821157275368065,-0.7757859180279182,0.7768266987266301,-0.9152791034375627,-0.7298277392655388,0.7078650154396803,0.4650388532777206,-0.5760004048464061,-0.8132749193855474,-0.9399224107098432
-0.2308047740212933,0.03821157275368065,1.0,0.13792118286572605,0.17743445521034606,0.18564068572154394,0.16736555033923886,0.21358434614787147,-0.09504612965695462,-0.07090051469420533,0.23384433978161845,0.0006593675547331925
0.006021958389858371,-0.7757859180279182,0.13792118286572605,1.0,-0.49865273334701066,0.8804857683240586,0.9213002887520926,-0.5116423569699927,-0.4566561738827464,0.6648275424403214,0.8651856973317968,0.8685971377509332
0.00800195315996939,0.7768266987266301,0.17743445521034606,-0.49865273334701066,1.0,-0.7548951480404169,-0.483038889521481,0.8570656340031508,0.37406417676735604,-0.4835047537292892,-0.679900690326475,-0.8010229712630409
-0.038922968103811996,-0.9152791034375627,0.18564068572154394,0.8804857683240586,-0.7548951480404169,1.0,0.8278867559755756,-0.6908588585503059,-0.47848257509481085,0.6373830368705202,0.9132433873604651,0.9809900052066207
0.0700861451711699,-0.7298277392655388,0.16736555033923886,0.9213002887520926,-0.483038889521481,0.8278867559755756,1.0,-0.4871967452099363,-0.46605076882887886,0.6839408477765131,0.9111418542351042,0.810830385098585
0.09172816231295002,0.7078650154396803,0.21358434614787147,-0.5116423569699927,0.8570656340031508,-0.6908588585503059,-0.4871967452099363,1.0,0.4431446833742963,-0.5073790110280476,-0.7369233753979179,-0.7426607255546012
0.32268582610108437,0.4650388532777206,-0.09504612965695462,-0.4566561738827464,0.37406417676735604,-0.47848257509481085,-0.46605076882887886,0.4431446833742963,1.0,-0.23759693285161212,-0.5301999079366563,-0.47279235832818484
0.24092473088803745,-0.5760004048464061,-0.07090051469420533,0.6648275424403214,-0.4835047537292892,0.6373830368705202,0.6839408477765131,-0.5073790110280476,-0.23759693285161212,1.0,0.6610980960724752,0.6670736349543424
-0.04608431674210953,-0.8132749193855474,0.23384433978161845,0.8651856973317968,-0.679900690326475,0.9132433873604651,0.9111418542351042,-0.7369233753979179,-0.5301999079366563,0.6610980960724752,1.0,0.8837870055314029
0.0034714014162664708,-0.9399224107098432,0.0006593675547331925,0.8685971377509332,-0.8010229712630409,0.9809900052066207,0.810830385098585,-0.7426607255546012,-0.47279235832818484,0.6670736349543424,0.8837870055314029,1.0
